initialization done...
Note: Outout Guide for data importation...
Date, Humidity, Temperature
11/28/2021 12:17:03 , 78.00 , 27.00
11/28/2021 12:17:05 , 78.00 , 27.00
11/28/2021 12:17:07 , 78.00 , 27.00
11/28/2021 12:17:09 , 78.00 , 27.00
11/28/2021 12:17:11 , 78.00 , 27.00
11/28/2021 12:17:13 , 78.00 , 27.00
11/28/2021 12:17:15 , 78.00 , 27.00
11/28/2021 12:17:17 , 78.00 , 27.00
11/28/2021 12:17:19 , 78.00 , 27.00
11/28/2021 12:17:21 , 78.00 , 27.00
11/28/2021 12:17:23 , 78.00 , 27.00
11/28/2021 12:17:25 , 78.00 , 27.00
11/28/2021 12:17:27 , 77.00 , 27.00
11/28/2021 12:17:29 , 78.00 , 27.00
11/28/2021 12:17:32 , 77.00 , 27.00
11/28/2021 12:17:34 , 77.00 , 27.00
11/28/2021 12:17:36 , 77.00 , 27.00
11/28/2021 12:17:38 , 77.00 , 27.00
11/28/2021 12:17:40 , 77.00 , 27.00
11/28/2021 12:17:42 , 77.00 , 27.00
11/28/2021 12:17:44 , 77.00 , 27.00
11/28/2021 12:17:46 , 77.00 , 27.00
11/28/2021 12:17:48 , 77.00 , 27.00
11/28/2021 12:17:50 , 77.00 , 27.00
11/28/2021 12:17:52 , 77.00 , 27.00
11/28/2021 12:17:54 , 77.00 , 27.00
11/28/2021 12:17:56 , 77.00 , 27.00
11/28/2021 12:17:58 , 77.00 , 27.00
11/28/2021 12:18:01 , 77.00 , 27.00
11/28/2021 12:18:03 , 77.00 , 27.00
11/28/2021 12:18:05 , 77.00 , 27.00
11/28/2021 12:18:07 , 77.00 , 27.00
11/28/2021 12:18:09 , 77.00 , 27.00
11/28/2021 12:18:11 , 77.00 , 27.00
11/28/2021 12:18:13 , 77.00 , 27.00
11/28/2021 12:18:15 , 77.00 , 27.00
11/28/2021 12:18:17 , 77.00 , 27.00
11/28/2021 12:18:19 , 77.00 , 27.00
11/28/2021 12:18:21 , 77.00 , 27.00
11/28/2021 12:18:23 , 77.00 , 27.00
11/28/2021 12:18:25 , 77.00 , 27.00
11/28/2021 12:18:27 , 77.00 , 27.00
11/28/2021 12:18:30 , 77.00 , 27.00
11/28/2021 12:18:32 , 77.00 , 27.00
11/28/2021 12:18:34 , 77.00 , 27.00
11/28/2021 12:18:36 , 77.00 , 27.00
11/28/2021 12:18:38 , 77.00 , 27.00
11/28/2021 12:18:40 , 77.00 , 27.00
11/28/2021 12:18:42 , 77.00 , 27.00
11/28/2021 12:18:44 , 77.00 , 27.00
11/28/2021 12:18:46 , 77.00 , 27.00
11/28/2021 12:18:48 , 77.00 , 27.00
11/28/2021 12:18:50 , 77.00 , 27.00
11/28/2021 12:18:52 , 77.00 , 27.00
11/28/2021 12:18:54 , 77.00 , 27.00
11/28/2021 12:18:56 , 77.00 , 27.00
11/28/2021 12:18:59 , 77.00 , 27.00
11/28/2021 12:19:01 , 77.00 , 27.00
11/28/2021 12:19:03 , 77.00 , 27.00
11/28/2021 12:19:05 , 77.00 , 27.00
11/28/2021 12:19:07 , 77.00 , 27.00
11/28/2021 12:19:09 , 77.00 , 27.00
